Date,Open,High,Low,CRV_Close,CRV_Volume,CRV_simple_return,CRV_log_return
2021-01-01,0.6275020241737366,0.6720539927482605,0.6092960238456726,0.6223340034484863,64874778,,
2021-01-02,0.6231449842453003,0.6235010027885437,0.5685330033302307,0.6141759753227234,60722245,-0.01310876166264019,-0.013195439807553085
2021-01-03,0.6140829920768738,0.6909319758415222,0.5891039967536926,0.67228102684021,68729992,0.09460651971441059,0.09039495596282976
2021-01-04,0.675711989402771,0.7276189923286438,0.5835899710655212,0.6769840121269226,95367065,0.006995564501971918,0.006971209061354186
2021-01-05,0.6772400140762329,0.7245370149612427,0.6274030208587646,0.6870149970054626,82062825,0.014817166578314112,0.014708464818195665
2021-01-06,0.6875079870223999,0.7830860018730164,0.6704300045967102,0.7296649813652039,98254303,0.06208013587133099,0.060229377478934074
2021-01-07,0.7301030158996582,0.7774339914321899,0.6908040046691895,0.7191320061683655,78180776,-0.014435357959938222,-0.014540561399897654
2021-01-08,0.7170979976654053,0.7300180196762085,0.6273919939994812,0.6948620080947876,74108158,-0.03374901668317032,-0.03433166141806876
2021-01-09,0.6934049725532532,0.796684980392456,0.6692429780960083,0.7642760276794434,80899594,0.0998961214975318,0.09521574034281548
2021-01-10,0.7655069828033447,0.8387619853019714,0.7036889791488647,0.7521200180053711,95305224,-0.015905260970936586,-0.016033107063376614
2021-01-11,0.7527300119400024,0.7535369992256165,0.5329110026359558,0.6219549775123596,87221329,-0.17306418839670068,-0.19002820292803643
2021-01-12,0.621612012386322,0.6692820191383362,0.5922690033912659,0.6227740049362183,57763062,0.0013168596658468257,0.001315993366603346
2021-01-13,0.6226209998130798,0.6888300180435181,0.6036220192909241,0.6855289936065674,50659096,0.10076687236933757,0.09600709360287764
2021-01-14,0.6853389739990234,0.7851349711418152,0.6627749800682068,0.7831820249557495,65568158,0.14244916299663646,0.1331743465132022
2021-01-15,0.7898160219192505,1.1935980319976809,0.7852439880371094,1.1523879766464231,464387731,0.4714178057285394,0.3862264296583437
2021-01-16,1.150949001312256,1.2619999647140503,1.0584880113601685,1.1081459522247314,262613578,-0.03839160536058428,-0.03914798537301807
2021-01-17,1.1085989475250244,1.782750964164734,1.0566619634628296,1.6865979433059692,595460791,0.5219998231459748,0.42002514324104767
2021-01-18,1.6901450157165527,1.7722389698028564,1.3982419967651367,1.5996030569076538,297154811,-0.05158009752329784,-0.05295793969190396
2021-01-19,1.6056619882583618,1.6545870304107666,1.329200029373169,1.336781024932861,198373936,-0.16430453220243224,-0.1794910052303669
2021-01-20,1.3328319787979126,1.6437979936599731,1.261104941368103,1.627511978149414,381598455,0.21748584681709904,0.19678795111615566
2021-01-21,1.6272380352020264,1.9099220037460327,1.4582949876785278,1.6820570230484009,539857188,0.03351437386101952,0.03296500798783782
2021-01-22,1.6747699975967407,2.0944690704345703,1.4429479837417605,1.9702550172805784,512050490,0.17133663739287197,0.15814552186077868
2021-01-23,1.9646129608154297,2.299438953399658,1.9220149517059328,2.142003059387207,405924814,0.08717046301127152,0.08357841554173089
2021-01-24,2.138814926147461,2.344630002975464,2.047128915786743,2.2697970867156982,385370504,0.05966099197124919,0.057949038075958276
2021-01-25,2.267699956893921,2.3092939853668213,1.9758590459823608,2.0124781131744385,264289670,-0.11336650974100493,-0.12032358357566882
2021-01-26,2.0080668926239014,2.230413913726806,1.83543598651886,2.141343116760254,338144768,0.0640329963055084,0.06206640200393144
2021-01-27,2.141433000564575,2.141433000564575,1.7484450340270996,1.81673002243042,263029868,-0.15159321819520333,-0.16439506268282705
2021-01-28,1.816491961479187,2.197551012039185,1.7659800052642822,2.0677030086517334,301853382,0.13814544985917165,0.12940013936394362
2021-01-29,2.0803959369659424,2.1275229454040527,1.8681559562683103,2.047548055648804,282853046,-0.009747508669570193,-0.009795326623210351
2021-01-30,2.046225070953369,2.6397159099578857,1.888654947280884,2.535429000854492,485285658,0.2382756994932136,0.2137198469594786
2021-01-31,2.5431199073791504,2.819659948348999,2.2966580390930176,2.5246050357818604,477059057,-0.004269086244964471,-0.004278224811808592
2021-02-01,2.5188639163970947,2.671009063720703,2.3098158836364746,2.528693914413452,323379228,0.0016196112158690656,0.0016183010600617103
2021-02-02,2.536640882492065,2.741971015930176,2.43369197845459,2.508725881576538,260862948,-0.007896579622823086,-0.007927922718901107
2021-02-03,2.5065789222717285,2.684915065765381,2.420475006103516,2.62868595123291,251933379,0.04781712921978798,0.04670907565353699
2021-02-04,2.6303510665893555,3.180411100387573,2.5824599266052246,3.022052049636841,528640199,0.14964362639798545,0.1394520042605948
2021-02-05,3.022386074066162,3.3620200157165527,3.020219087600708,3.269692897796631,386499188,0.08194460058672681,0.0787599781769954
2021-02-06,3.2697129249572754,3.648232936859131,3.049846887588501,3.1452178955078125,491931090,-0.038069325217881866,-0.03881289454919097
2021-02-07,3.1454670429229736,3.1920320987701416,2.6607859134674072,2.993505954742432,317615373,-0.0482357489387506,-0.04943791029735423
2021-02-08,2.9899580478668213,3.214351892471313,2.856071949005127,3.073446035385132,304219292,0.026704500292058952,0.02635415857221808
2021-02-09,3.070625066757202,3.2817249298095703,2.948275089263916,3.1898770332336426,298821577,0.03788288341751245,0.037182949300476706
2021-02-10,3.1786820888519287,3.379111051559448,2.9017810821533203,3.094054937362671,360934771,-0.030039432515000408,-0.030499860388346643
2021-02-11,3.089931964874268,3.551772117614746,3.013346910476685,3.551772117614746,364715884,0.14793440631090626,0.1379641589051358
2021-02-12,3.5511250495910645,3.597501039505005,3.2739949226379395,3.3947479724884038,318877039,-0.04421008441042518,-0.045217143647479315
2021-02-13,3.394378900527954,3.525722980499268,3.184478998184204,3.2952160835266118,302344331,-0.029319375037091033,-0.029757778324176004
2021-02-14,3.296009063720703,3.402674913406372,2.958509922027588,2.9838271141052246,242645907,-0.09449728379819389,-0.09926500199248205
2021-02-15,2.96819806098938,3.0143039226531982,2.183893918991089,2.7250540256500244,449292373,-0.0867252285603014,-0.09071848918547679
2021-02-16,2.7176029682159424,2.8592140674591064,2.5548369884490967,2.67113995552063,249517463,-0.01978458761621582,-0.01998292291699854
2021-02-17,2.674571990966797,2.8706350326538086,2.500581979751587,2.7858879566192627,218506574,0.042958438348194905,0.04206132704461316
2021-02-18,2.786417007446289,3.0086519718170166,2.73722505569458,2.8059868812561035,177000849,0.007214548808068821,0.007188648449144602
2021-02-19,2.809777975082397,2.869420051574707,2.5690488815307617,2.629528045654297,182687955,-0.06288655046128178,-0.06495092665707232
2021-02-20,2.629381895065308,3.239924907684326,2.5747339725494385,2.9129879474639893,519598857,0.107798774870705,0.10237496070427174
2021-02-21,2.899542093276977,3.0621280670166016,2.836951971054077,2.9055678844451904,232969478,-0.002547234369870477,-0.002550484091045325
2021-02-22,2.907283067703247,2.9099910259246826,2.109771966934204,2.5805139541625977,328514349,-0.11187277090401238,-0.11864027024399901
2021-02-23,2.5771360397338867,2.595482110977173,1.7501369714736938,2.1274330615997314,397764324,-0.1755777727270208,-0.19307246857167804
2021-02-24,2.1331799030303955,2.387280941009521,2.009171962738037,2.154254913330078,225774968,0.012607612532907542,0.012528798333933352
2021-02-25,2.1537420749664307,2.330919981002808,1.999506950378418,1.9995269775390625,159437854,-0.07182433928018062,-0.07453427454017555
2021-02-26,2.007927894592285,2.092427968978882,1.7994920015335083,1.925629019737244,166699305,-0.036957719816698376,-0.037657963492235436
2021-02-27,1.9280270338058472,2.0965030193328857,1.9259840250015257,1.9628360271453855,126395813,0.01932200181176036,0.019137702176343495
2021-02-28,1.963034987449646,1.9806389808654783,1.6317460536956787,1.7592990398406982,163933139,-0.1036953594135408,-0.1094749231398007
2021-03-01,1.764032006263733,2.0019330978393555,1.7590010166168213,1.9952729940414429,126922023,0.13412953048738752,0.12586542319813412
2021-03-02,1.9978820085525515,2.565579891204834,1.986780047416687,2.5299251079559326,479160722,0.2679593797496087,0.23740882060412094
2021-03-03,2.5213348865509038,2.629373073577881,2.268523931503296,2.2864649295806885,295971326,-0.09623216814190572,-0.10118277474050233
2021-03-04,2.282641887664795,2.3826980590820312,2.015330076217652,2.082221984863281,218554108,-0.08932695274484859,-0.09357134048138299
2021-03-05,2.0833740234375,2.105781078338623,1.9197649955749512,2.059504985809326,135371064,-0.010909979444600926,-0.010969929706511504
2021-03-06,2.055427074432373,2.16865611076355,1.9243220090866089,2.044126033782959,116840823,-0.007467305072011654,-0.0074953249704317465
2021-03-07,2.046497106552124,2.258328914642334,2.046497106552124,2.228600025177002,159980499,0.0902458989050916,0.08640326612402538
2021-03-08,2.236999034881592,2.398132085800171,2.04225492477417,2.3872509002685547,256357392,0.07118858175501996,0.06876885603538234
2021-03-09,2.3884880542755127,2.4791879653930664,2.2915170192718506,2.4045989513397217,181901573,0.007266957599310286,0.007240680489236899
2021-03-10,2.405227899551392,2.471995115280152,2.185575008392334,2.2203569412231445,159652092,-0.07662068138802391,-0.0797151661581416
2021-03-11,2.2132010459899902,2.2191450595855717,2.0721709728240967,2.172235012054444,140125214,-0.02167305998205471,-0.0219113703143988
2021-03-12,2.1732308864593506,2.216667890548706,1.9803110361099243,2.058861017227173,141320374,-0.05219232458648415,-0.05360367134521196
2021-03-13,2.0617029666900635,2.3773889541625977,1.9905749559402464,2.3768510818481445,180113340,0.15444950482827324,0.14362361115842406
2021-03-14,2.376811981201172,2.397531032562256,2.117741107940674,2.117741107940674,127365052,-0.10901397057908946,-0.11542653129653266
2021-03-15,2.113534927368164,2.3449831008911133,2.053061962127685,2.231566905975342,197176278,0.05374868420311962,0.05235398165283504
2021-03-16,2.227261066436768,2.6045520305633545,2.1126949787139893,2.601468086242676,270457322,0.16575849878256865,0.15337194707866209
2021-03-17,2.6011109352111816,2.6011109352111816,2.294092893600464,2.4363200664520264,161293885,-0.06348262377847358,-0.06558720284244074
2021-03-18,2.4252259731292725,2.7922821044921875,2.404956102371216,2.607980966567993,244853427,0.0704590921692625,0.06808761455682188
2021-03-19,2.6094110012054443,2.7919299602508545,2.503619909286499,2.750994920730591,186223471,0.05483703907195259,0.053386289662389286
2021-03-20,2.7511301040649414,2.9761838912963867,2.6963119506835938,2.6971960067749023,180884430,-0.019556166225636273,-0.019749918235475658
2021-03-21,2.704476118087769,2.760816097259521,2.520170927047729,2.5990869998931885,120982735,-0.03637444465855677,-0.037052487898356704
2021-03-22,2.59949803352356,2.6992380619049072,2.353938102722168,2.368419885635376,151676722,-0.08874928552499084,-0.09293721159920981
2021-03-23,2.3647611141204834,3.20150089263916,2.243851900100708,2.892865896224976,604238683,0.22143286913372084,0.20002465247617654
2021-03-24,2.890598058700561,2.9789819717407227,2.418337106704712,2.5371570587158203,340433941,-0.1229607075714555,-0.13120348438833823
2021-03-25,2.526766061782837,2.7042040824890137,2.346309900283813,2.3940389156341557,387362358,-0.05640886226968689,-0.05806232346992301
2021-03-26,2.3920469284057617,2.63677191734314,2.3914289474487305,2.627938985824585,222687591,0.0977010309493953,0.09321802090117766
2021-03-27,2.6264350414276123,3.185595989227295,2.56413197517395,3.1294291019439697,446425555,0.19083019766611087,0.1746507089797932
2021-03-28,3.1245949268341064,3.359699010848999,2.928921937942505,3.022373914718628,467589246,-0.03420917481685082,-0.03480800529464224
2021-03-29,3.023308038711548,3.564049005508423,2.9998939037323,3.515036106109619,492055345,0.16300504348313116,0.1510072101420264
2021-03-30,3.523216009140014,3.523216009140014,3.1545250415802,3.2921218872070312,274448491,-0.063417334039651,-0.06551748981336732
2021-03-31,3.289655923843384,3.293909072875977,3.0037200450897217,3.127748966217041,246736826,-0.049929172315500425,-0.05121874170930254
2021-04-01,3.129600048065185,3.470047950744629,3.0605740547180176,3.3054039478302,297507381,0.05679962923240289,0.055245123386025684
2021-04-02,3.30942702293396,3.529397964477539,3.225558042526245,3.35693907737732,226157055,0.015591174440555022,0.015470880815113143
2021-04-03,3.3558061122894287,3.406907081604004,2.9292778968811035,2.9302239418029785,247661615,-0.12711435201490806,-0.1359507191389835
2021-04-04,2.929995059967041,3.124998092651367,2.8857951164245605,3.1170530319213867,198108209,0.06375932141331542,0.061809163652779275
2021-04-05,3.1163079738616943,3.4901199340820312,2.930722951889038,3.3183789253234863,337023390,0.06458853646067109,0.06258837376755823
2021-04-06,3.3177170753479004,3.397452116012573,3.012516021728516,3.1714088916778564,224962509,-0.044289708002922756,-0.045300453701255516
2021-04-07,3.1851370334625244,3.382024049758911,2.791167974472046,2.890811920166016,365854177,-0.08847707157792217,-0.09263853057520761
2021-04-08,2.8966360092163086,3.0828371047973637,2.856658935546875,3.0729479789733887,159273320,0.06300515697227116,0.061099950686021684
2021-04-09,3.073870897293091,3.126607894897461,2.93662691116333,2.9843640327453613,140905476,-0.028827024353865416,-0.02925068479908059
2021-04-10,2.982367992401123,3.05481505393982,2.8637919425964355,2.9612131118774414,151382551,-0.0077574051335228544,-0.007787650318362791
2021-04-11,2.962203025817871,3.2055230140686035,2.8946950435638428,3.134161949157715,210640054,0.05840472493741666,0.05676279803522839
2021-04-12,3.119204044342041,3.129848957061768,2.9445040225982666,3.0342819690704346,214420794,-0.0318681617949329,-0.03238700448662242
2021-04-13,3.0334439277648926,3.19153094291687,2.980966091156006,3.1149260997772217,215678288,0.026577665335266287,0.02623061495110526
2021-04-14,3.1176679134368896,3.2983028888702397,2.988292932510376,3.174901962280273,264805375,0.019254345233853387,0.019071325876010313
2021-04-15,3.164223909378052,4.139551162719727,3.148701906204224,4.049071788787842,830577510,0.2753375810948582,0.24321091305129816
2021-04-16,4.027602195739746,4.6509690284729,3.701567888259888,3.929995059967041,948629100,-0.02940840148859114,-0.02984949802271801
2021-04-17,3.919883966445923,4.337329864501953,3.780287981033325,3.8343780040740967,399070645,-0.024330070250456304,-0.024630936499098432
2021-04-18,3.826997995376587,3.906049966812134,2.557154893875122,3.221771001815796,696800849,-0.15976698218261076,-0.17407602345008524
2021-04-19,3.223464012145996,3.454472064971924,2.7963900566101074,2.8283729553222656,367066485,-0.12210614791424046,-0.13022959005232895
2021-04-20,2.819674015045166,3.09312105178833,2.586337089538574,3.02557110786438,341107946,0.06972141073935756,0.06739825077828455
2021-04-21,3.028601884841919,3.1529810428619385,2.830482006072998,2.8990418910980225,234878496,-0.041819944815532306,-0.042719569627155826
2021-04-22,2.88897705078125,3.3008129596710205,2.6858561038970947,2.766953945159912,339060083,-0.0455626206519153,-0.04663324368028589
